,text
5352,"['antri', 'perpanjangan', 'sim', 'berbulan', 'antrian', 'online', 'bpjs', 'berminggu', 'antrian', 'rs', 'beriburibu', 'nyatanya', 'membuktikan', 'bhw', 'kita', 'kurang', 'terlatih', 'menangani', 'sebuah', 'sistem']"
5353,"['ada', 'lagi', 'bang', 'fintech', 'pinjol', 'juga', 'suka', 'tuh', 'minta', 'nama', 'ibu', 'kandung', 'dan', 'minta', 'nomor', 'kk', 'selain', 'itu', 'nomor', 'peserta', 'bpjs', 'nomor', 'sim', 'dan', 'bahkan', 'mereka', 'dengan', 'enaknya', 'menyadap', 'hp', 'kita']"
5354,"['infokehilangan', 'pd', 'tgl', 'jam', 'sya', 'kehilangan', 'dompet', 'di', 'stasiun', 'bogor', 'ktp', 'amp', 'sim', 'c', 'an', 'igo', 'permana', 'stnk', 'motor', 'bcjl', 'npwp', 'amp', 'bpjs', 'atm', 'bca', 'amp', 'atm', 'bni', 'barang', 'kali', 'ada', 'yg', 'menemukan', 'bisa', 'dm', 'saya', 'tolong', 'bantu', 'rt', 'yaaa', 'please', 'rekancommuters']"
5355,"['pada', 'tgl', 'juni', 'jam', 'saya', 'kehilangan', 'dompet', 'di', 'stasiun', 'bogor', 'ktp', 'an', 'igo', 'permana', 'sim', 'c', 'an', 'igo', 'permana', 'stnk', 'motor', 'bcjl', 'npwp', 'amp', 'bpjs', 'atm', 'bca', 'amp', 'atm', 'bni', 'barang', 'kali', 'ada', 'yg', 'menemukan', 'bisa', 'dm', 'saya', 'tolong', 'bantu', 'rt', 'yaaa', 'please']"
5356,"['pada', 'tgl', 'juni', 'jam', 'saya', 'kehilangan', 'dompet', 'di', 'stasiun', 'bogor', 'ktp', 'an', 'igo', 'permana', 'sim', 'c', 'an', 'igo', 'permana', 'stnk', 'motor', 'bcjl', 'npwp', 'amp', 'bpjs', 'atm', 'bca', 'amp', 'atm', 'bni', 'barang', 'kali', 'ada', 'yg', 'menemukan', 'bisa', 'dm', 'saya', 'tolong', 'bantu', 'rt', 'yaaa', 'please']"
5357,"['pada', 'tgl', 'juli', 'jam', 'saya', 'kehilangan', 'dompet', 'di', 'stasiun', 'bogor', 'ktp', 'an', 'igo', 'permana', 'sim', 'c', 'an', 'igo', 'permana', 'stnk', 'motor', 'bcjl', 'npwp', 'amp', 'bpjs', 'atm', 'bca', 'amp', 'atm', 'bni', 'barang', 'kali', 'ada', 'yg', 'menemukan', 'bisa', 'dm', 'saya', 'tolong', 'bantu', 'rt', 'yaaa', 'please']"
5358,"['lg', 'korupsi', 'korupsi', 'jangan', 'ada', 'lg', 'birokrasi', 'yg', 'berbelit', 'belit', 'jangan', 'ada', 'lg', 'kenaikan', 'bpjs', 'ntr', 'kalo', 'bpjs', 'ga', 'diurus', 'diancem', 'gabisa', 'perpanjang', 'sim', 'katanya', 'negeri', 'ini', 'kaya', 'raya', 'tp', 'kenapa', 'harus', 'ngancem', 'rakyatnya', 'kalo', 'gabayar', 'bpjs', 'eh', 'tapi', 'kan', 'itu', 'katanya', 'bkn', 'kenyataannya', 'hehe']"
5359,"['new', 'world', 'orderpelan', 'di', 'giring', 'e', 'ktp', 'bpjs', 'sim', 'atm', 'e', 'toll', 'kjp', 'micro', 'chip', 'bebas', 'covid', 'kalo', 'jadi', 'sim', 'card', 'semua', 'basisnya', 'yaitu', 'berupa', 'kartu', 'dan', 'terkoneksi', 'dgn', 'server', 'tinggal', 'di', 'merger', 'satu', 'persatu', 'jadilah', 'micro', 'chip', 'yg', 'di', 'suntikan']"
5360,"['kredit', 'springbed', 'yugo', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'yuki', 'pramuka', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5361,"['kredit', 'yuki', 'pramuka', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'yuki', 'pramuka', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5362,"['kredit', 'springbed', 'yuki', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'yuki', 'pramuka', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5363,"['kredit', 'springbed', 'yugo', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'yuki', 'pramuka', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5364,"['kredit', 'springbed', 'yuki', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'yuki', 'pramuka', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5365,"['nggak', 'seru', 'kalo', 'protes', 'bpjs', 'mah', 'biasa', 'ajanih', 'yg', 'luar', 'biasa', 'sih', 'ttg', 'surat', 'izin', 'mengemudi', 'sim', 'seumur', 'hidup', 'dan', 'penghapusan', 'pajak', 'sepeda', 'motor']"
5366,"['bener', 'kak', 'harusnya', 'dgn', 'ekatepe', 'data', 'sdh', 'terintegrasi', 'tp', 'kenyataannya', 'masih', 'ada', 'kartu', 'bpjs', 'sim', 'kk', 'dsb', 'kan', 'mubazir']"
5367,"['dompetnya', 'gaada', 'duitnya', 'sih', 'cuma', 'semua', 'atm', 'disitu', 'ktp', 'sim', 'stnk', 'kartu', 'member', 'bpjs', 'sama', 'kartu', 'rumah', 'sakit', 'ngurusnya', 'ribettt']"
5368,"['kredit', 'vivo', 's', 'pro', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5369,"['kredit', 'vivo', 'y', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5370,"['kredit', 'oppo', 'ak', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia', 'sehat']"
5371,"['kredit', 'hp', 'oppo', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5372,"['kredit', 'hp', 'realme', 'series', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5373,"['kredit', 'oppo', 'a', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia', 'sehat']"
5374,"['kredit', 'samsung', 'tab', 'a', 'black', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5375,"['kredit', 'samsung', 'tab', 's', 'lite', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5376,"['kredit', 'samsung', 'tab', 'a', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5377,"['ready', 'cash', 'amp', 'kredit', 'realmec', 'proses', 'kredit', 'cepat', 'syarat', 'dan', 'ketentuan', 'membawa', 'minimal', 'dokumen', 'asli', 'bukan', 'photocopy', 'contoh', 'ktp', 'sim', 'ktp', 'bpjs', 'ktp', 'npwp', 'ktp', 'jamsostek', 'ktp', 'atm', 'ada', 'nama']"
5378,"['daftar', 'bpjs', 'isikan', 'nik', 'dan', 'alamat', 'sesuai', 'ktpdaftar', 'ke', 'banksim', 'bahkan', 'ikut', 'test', 'covid', 'jg', 'lalu', 'daftar', 'sekolah', 'bisa', 'pakai', 'surat', 'keterangan', 'pindahsurat', 'domisili', 'beda', 'dunia', 'bpjs', 'bank', 'covidterang', 'benderang', 'sekolah', 'gelap', 'gulita', 'ppdb', 'ppdbsumbar', 'cacat', 'curang']"
5379,"['happy', 'birthday', 'ayangie', 'ssmoga', 'kita', 'cepet', 'ketemuan', 'huhuhuhu', 'pokoknya', 'hbd', 'wyadb', 'smp', 'sma', 'smk', 'pmr', 'pmi', 'kpk', 'ma', 'tk', 'sd', 'pbb', 'psbb', 'bpk', 'nkri', 'bpjs', 'pgri', 'ktp', 'pdam', 'sim', 'tvri', 'sctv', 'rcti', 'gtv', 'rp', 'km', 'cm', 'dm', 'hm', 'mm']"
5380,"['hbd', 'hyung', 'wyatb', 'gbu', 'ktp', 'kk', 'stnk', 'bpkb', 'bpjs', 'skc', 'sim', 'npwp', 'semoga', 'cepet', 'jd', 'seleb', 'tiktok']"
5381,"['taeklah', 'dulu', 'gw', 'ikut', 'bpjs', 'krn', 'dulu', 'kalo', 'gak', 'ikut', 'bpjs', 'gak', 'bisa', 'bikin', 'paspor', 'atau', 'perpanjang', 'paspor', 'malas', 'bikin', 'eh', 'pas', 'wkt', 'itu', 'pemerintah', 'bilang', 'kalo', 'gak', 'bikin', 'bpjs', 'gak', 'bisa', 'bikin', 'sim', 'atau', 'perpanjang', 'yah', 'terpaksalah', 'ikut', 'skr', 'bpjs', 'gak', 'bisa', 'diputus', 'kecuali', 'mati']"
5382,"['rek', 'barang', 'kali', 'bisa', 'bantu', 'telah', 'hilang', 'dompet', 'coklat', 'tua', 'sekitar', 'pukul', 'wib', 'berisi', 'uang', 'tdk', 'seberapa', 'stnk', 'bpjs', 'kta', 'atm', 'bni', 'ktp', 'dan', 'sim', 'atas', 'ricky', 'maulana', 'm', 'hilang', 'disekitar', 'jalan', 'panglima', 'sudirmankebonagungrumah', 'sakit', 'purut', 'pasuruan', 'bagi', 'yang', 'cont']"
5383,"['barang', 'kali', 'bisa', 'bantu', 'telah', 'hilang', 'dompet', 'coklat', 'tua', 'sekitar', 'pukul', 'wib', 'berisi', 'uang', 'tdk', 'seberapa', 'stnk', 'bpjs', 'kta', 'atm', 'bni', 'ktp', 'dan', 'sim', 'atas', 'ricky', 'maulana', 'm']"
5384,"['kak', 'anin', 'selamat', 'menua', 'moga', 'awet', 'ama', 'sang', 'surya', 'menyinari', 'hidup', 'kak', 'anin', 'bpbk', 'sim', 'a', 'sim', 'c', 'stnk', 'bpjs', 'gws', 'kpk', 'kpu', 'kps', 'tps', 'tpu', 'bpom', 'bumn', 'bni', 'wyatb', 'gbu', 'hbd', 'odp']"
5385,"['hbd', 'bpjssimstnk', 'pekok', 'bletot']"
5386,"['temen', 'yg', 'menemukan', 'dompet', 'miniso', 'kecil', 'warna', 'hitam', 'berisi', 'ktp', 'an', 'lora', 'wedhari', 'sukmarani', 'sim', 'atm', 'mandiri', 'bni', 'dan', 'bca', 'kartu', 'mahasiswa', 'kartu', 'bpjs', 'dll', 'bisa', 'lgsg', 'kabarin', 'ak', 'hilang', 'disekitaran', 'singosari', 'sampai', 'suhat', 'makasiiii']"
5387,"['kredit', 'vivo', 'y', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia', 'sehat']"
5388,"['kredit', 'vivo', 'y', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia', 'sehat']"
5389,"['kredit', 'xiaomi', 'redmi', 'note', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5390,"['kredit', 'xiaomi', 'redmi', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5391,"['kredit', 'vivo', 's', 'pro', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5392,"['kredit', 'vivo', 'v', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5393,"['nunggak', 'semua', 'aja', 'sekalian', 'auto', 'hilang', 'pemasukan', 'dari', 'bpjs', 'plus', 'imb', 'paspor', 'sim', 'stnk', 'dan', 'sertifikat', 'tanah', 'mbok', 'ya', 'otaknya', 'pejabat', 'itu', 'dipake', 'lho']"
5394,"['ngk', 'beli', 'denda', 'ngk', 'bisa', 'perpanjang', 'sim', 'denda', 'bpjs', 'subsidi', 'ditarik', 'dll', 'hahaha']"
5395,"['udah', 'koleksi', 'kartu', 'berapa', 'nih', 'pada', 'ktp', 'sim', 'kartu', 'kredit', 'kartu', 'bpjs', 'kartu', 'prakerja', 'kartu', 'sehat', 'kartu', 'pintar', 'kartu', 'waras']"
5396,"['kredit', 'macbook', 'air', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5397,"['kredit', 'iphone', 'xs', 'max', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5398,"['kredit', 'vivo', 'y', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5399,"['kredit', 'xiaomi', 'a', 'pro', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5400,"['kredit', 'vivo', 'y', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia', 'sehat']"
5401,"['kredit', 'realme', 'i', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia']"
5402,"['melindungi', 'kartu', 'id', 'andasimktpatmbpjsdll', 'perbok', 'rp', 'eceran', 'juga', 'bisa', 'persatunya', 'rpsetok', 'banyaksilahkan', 'di', 'order']"
5403,"['hore', 'nyien', 'deui', 'sim', 'ktp', 'stnk', 'bpkb', 'kpbs', 'kk', 'dprd', 'bpjs', 'pasti', 'seru', 'deh']"
5404,"['dompet', 'mah', 'paling', 'isina', 'ktp', 'stnk', 'sim', 'kartu', 'atm', 'kartu', 'bpjs', 'artos', 'rb', 'bilih', 'aya', 'nu', 'mendakan', 'nu', 'rencangan', 'tadi', 'ical', 'di', 'jalan', 'duh']"
5405,"['ilang', 'dompet', 'trus', 'ada', 'yg', 'nemu', 'bodo', 'amat', 'sih', 'sama', 'nominalnya', 'mah', 'ini', 'loh', 'yg', 'penting', 'ktpsntkkartu', 'mahasiswakartu', 'bpjssimkwetansi', 'kampus', 'dll', 'ya', 'allah', 'yg', 'nemu', 'dompet', 'gua', 'buta', 'hurup', 'apa', 'gimna', 'ini', 'udh', 'bulan', 'ga', 'ada', 'yg', 'balikin']"
5406,"['kredit', 'tv', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu', 'indonesia', 'sehat']"
5407,"['kredit', 'iphone', 'plus', 'penyimpanan', 'g', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan']"
5408,"['kredit', 'iphone', 'macbook', 'air', 'penyimpanan', 'gb', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs']"
5409,"['kredit', 'iphone', 'ram', 'gb', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5410,"['kredit', 'iphone', 'pro', 'max', 'ram', 'gb', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek']"
5411,"['kredit', 'iphone', 'pro', 'ram', 'gb', 'promo', 'dp', 'ringan', 'tenor', 'amp', 'bulan', 'langsung', 'datang', 'ke', 'plaza', 'atrium', 'senen', 'jakarta', 'pusat', 'dokumen', 'yg', 'di', 'perlukan', 'ktp', 'amp', 'sim', 'npwp', 'bpjs', 'kesehatan', 'bpjs', 'ketenagakerjaan', 'jamsostek', 'kartu']"
5412,"['persyaratan', 'hci', 'home', 'kredit', 'umur', 'minimal', 'th', 'bawa', 'ktp', 'asli', 'bpjs', 'sim', 'npwp', 'id', 'card', 'minimal', 'dokumen', 'asliluar', 'gresik', 'gak', 'papa', 'data', 'tidak', 'ditahan', 'proses', 'acc', 'mnt', 'bawa', 'nohp', 'aktif', 'cicilan', 'x', 'x']"
5413,"['hai', 'juli', 'per', 'juli', 'kenaikan', 'iuran', 'bpjs', 'kesehatan', 'larangan', 'penggunaan', 'kantong', 'plastik', 'di', 'jakarta', 'gratis', 'biaya', 'pembuatan', 'sim', 'yg', 'masuk', 'dlm', 'kategori', 'pnbp', 'pemerintah', 'kenakan', 'ppn', 'bagi', 'perusahaan', 'digital', 'asing', 'spt', 'netlix', 'spotify', 'dll', 'welcomejuly', 'rabu']"
5414,"['hbd', 'kesayangan', 'ku', 'wyatb', 'gbu', 'sim', 'a', 'sim', 'c', 'kk', 'ukk', 'uas', 'bkpb', 'atm', 'bri', 'bni', 'bca', 'bpjs', 'gws']"
5415,"['hbd', 'mas', 'wyatb', 'gbu', 'sim', 'a', 'sim', 'c', 'kk', 'bkpb', 'bpjs', 'gws', 'rsud', 'odp', 'otg', 'psbb', 'ukk', 'utbk', 'uas', 'un', 'sd', 'smp', 'sma', 'ktp', 'atm', 'bri']"
5416,"['mas', 'buatin', 'sim', 'rs', 'nyambung', 'bpjsok', 'ada', 'kanza', 'nyambung', 'ovo', 'pembayaran', 'via', 'bribni', 'mandiri', 'buatkan', 'web', 'profil', 'rs', 'sama', 'pesan', 'jadwal', 'ketemu', 'dokter', 'online']"
5417,"['dan', 'juga', 'tdk', 'bisa', 'buat', 'sim', 'dll', 'kalau', 'tdk', 'ikut', 'bpjs', 'pemerasan', 'pada', 'rakyat', 'sangat', 'memaksa', 'urusan', 'rakyat', 'donk', 'mau', 'ikut', 'bpjs', 'atau', 'tidak', 'sedekah', 'aja', 'gk', 'di', 'paksa', 'oleh', 'agama', 'pemerintah', 'mewajibkan', 'bpjs', 'jangan', 'ngeles', 'ya', 'pak', 'pres', 'semua', 'keputusan', 'menteri', 'di', 'setujui', 'pres']"
5418,"['serius', 'nih', 'aturan', 'gw', 'mw', 'bikin', 'sim', 'tapi', 'bpjs', 'gw', 'ga', 'keurus', 'karena', 'kelalaian', 'petugas', 'bpjs', 'yg', 'salah', 'input', 'data', 'punya', 'gw', 'malah', 'berganti', 'orang', 'lain']"
5419,"['bpjs', 'wajib', 'daftarsupaya', 'anak', 'bisa', 'sekolahbisa', 'bikiin', 'sim', 'biisa', 'daftar', 'pemasangan', 'listrik']"
5420,"['gak', 'bayar', 'bpjsdi', 'larang', 'buat', 'sim']"
5421,"['bpjs', 'kesehatan', 'uda', 'gini', 'kok', 'jadi', 'kalo', 'sim', 'ya', 'ga', 'mustahil', 'lah']"
5422,"['diskriminasi', 'apa', 'sih', 'emang', 'mrk', 'bisa', 'kerja', 'dimana', 'aja', 'dulu', 'alm', 'ob', 'gw', 'yg', 'kena', 'hiv', 'aids', 'juga', 'maho', 'bisa', 'bebas', 'bergaul', 'bs', 'jd', 'member', 'fitness', 'bisa', 'bikin', 'ktp', 'sim', 'bpjs', 'bisa', 'bikin', 'perjanjian', 'kontrak', 'dll', 'diskriminasi', 'apa']"
5423,['hbdsimstnkbpjs']
5424,"['𝔹𝕖𝕝𝕚', '𝕣𝕖𝕟𝕠', '𝟚𝕗', '𝕙𝕒𝕣𝕘𝕒', '𝕓𝕚𝕤𝕒', '𝕟𝕖𝕘𝕠', '𝕪𝕖𝕤𝕤𝕤', 'persyaratan', 'umur', 'minimal', 'th', 'bawa', 'ktp', 'asli', 'bpjs', 'sim', 'npwp', 'id', 'card', 'minimal', 'dokumen', 'asliluar', 'gresik', 'gak', 'papa', 'data', 'tidak', 'ditahan', 'proses', 'acc', 'mnt', 'bawa', 'nohp']"
5425,"['jangan', 'jangan', 'ktp', 'sim', 'kk', 'bpjs', 'kartu', 'mahasiswa', 'bui', 'bright', 'juga', 'bbrightvc']"
5426,"['mbak', 'nana', 'tolong', 'tanyakan', 'komptensi', 'kpk', 'yg', 'menyarankan', 'memberikan', 'sanksi', 'pengurusan', 'simamp', 'stnk', 'juga', 'harusnya', 'ada', 'pilihan', 'keluar', 'dr', 'bpjs', 'bukan', 'sebagai', 'kewajiban']"
5427,"['mbak', 'nana', 'tolong', 'tanyakan', 'komptensi', 'kpk', 'yg', 'menyarankan', 'memberikan', 'sanksi', 'pengurusan', 'simamp', 'stnk', 'juga', 'harusnya', 'ada', 'pilihan', 'keluar', 'dr', 'bpjs', 'bukan', 'sebagai', 'kewajiban']"
5428,"['bagi', 'yang', 'menemukan', 'dompet', 'eiger', 'warna', 'biru', 'tua', 'di', 'sekitar', 'jalan', 'racingabdesirleimena', 'kemunginan', 'dompet', 'jatuh', 'di', 'jalan', 'pada', 'tanggal', 'juni', 'malam', 'tadi', 'isi', 'dompet', 'uang', 'ktp', 'sim', 'kartu', 'atm', 'kartu', 'bpjs', 'stnk', 'minta', 'tolong', 'bisa', 'hubungi', 'wa', 'telp', 'only']"
